               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  71,            0.031855,            0.012356,           0.0029331,             0.91061,             0.92585,             0.97661,             0.69164,            0.023716,           0.0064805,           0.0013292,             0.00769,             0.00769,             0.00769
                  72,            0.029509,            0.010911,            0.002727,             0.85261,             0.93146,             0.94748,             0.67016,            0.025331,           0.0065191,           0.0013501,            0.007657,            0.007657,            0.007657
                  73,            0.030611,            0.011993,           0.0028674,             0.83948,             0.91561,             0.93139,             0.66069,            0.024907,           0.0064151,           0.0013833,            0.007624,            0.007624,            0.007624
                  74,            0.027336,            0.010869,           0.0026487,             0.92454,             0.93891,             0.98013,              0.7176,            0.024668,           0.0064681,           0.0013028,            0.007591,            0.007591,            0.007591
                  75,            0.029949,            0.013143,           0.0029609,             0.92894,             0.94823,             0.98624,             0.73599,            0.025235,           0.0063888,           0.0012635,            0.007558,            0.007558,            0.007558
                  76,             0.03166,            0.013793,            0.003091,             0.88725,             0.94573,             0.96002,             0.73269,            0.022886,           0.0061909,           0.0013325,            0.007525,            0.007525,            0.007525
                  77,            0.027939,            0.012029,           0.0029075,             0.94446,             0.93884,             0.97245,             0.76039,             0.02308,           0.0061742,           0.0012711,            0.007492,            0.007492,            0.007492
                  78,            0.028215,            0.012597,           0.0025812,             0.93275,             0.92907,              0.9764,             0.73634,            0.024565,           0.0062745,           0.0012099,            0.007459,            0.007459,            0.007459
                  79,            0.029605,            0.010356,           0.0023967,             0.94571,             0.92808,             0.98302,             0.77266,            0.022674,           0.0062072,           0.0012063,            0.007426,            0.007426,            0.007426
                  80,            0.027612,             0.01095,           0.0034874,             0.94985,             0.93869,             0.98057,             0.77369,            0.021783,           0.0061214,           0.0012456,            0.007393,            0.007393,            0.007393
                  81,            0.028259,            0.013405,            0.002807,             0.92359,             0.94013,             0.96991,             0.71327,            0.021855,           0.0060885,           0.0012632,             0.00736,             0.00736,             0.00736
                  82,            0.027765,             0.01089,           0.0025594,             0.92371,             0.93686,             0.97557,             0.71962,            0.023369,           0.0062023,           0.0012583,            0.007327,            0.007327,            0.007327
                  83,             0.02763,            0.010831,           0.0024718,             0.91954,             0.92596,             0.96776,             0.74056,            0.023555,           0.0062077,           0.0012223,            0.007294,            0.007294,            0.007294
