               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  60,            0.032912,            0.012517,             0.00334,             0.87893,             0.92678,             0.97383,               0.706,            0.026857,             0.00669,           0.0016395,            0.008053,            0.008053,            0.008053
                  61,            0.032189,            0.015125,           0.0032376,              0.9049,             0.89965,             0.95797,             0.66447,            0.028679,           0.0067039,           0.0015047,             0.00802,             0.00802,             0.00802
                  62,            0.032762,            0.013446,           0.0034683,             0.85015,             0.95431,             0.95095,             0.66243,            0.026069,           0.0067534,           0.0015414,            0.007987,            0.007987,            0.007987
                  63,            0.033453,            0.013179,           0.0026911,             0.94351,             0.93198,             0.97629,             0.70138,            0.028381,           0.0069675,           0.0015763,            0.007954,            0.007954,            0.007954
                  64,             0.03332,            0.013829,           0.0036428,              0.9261,             0.93099,             0.96493,             0.70507,            0.031521,           0.0070577,           0.0015301,            0.007921,            0.007921,            0.007921
                  65,            0.033594,            0.015295,           0.0028665,             0.90824,             0.91766,             0.95612,             0.72547,            0.028119,           0.0066957,           0.0016327,            0.007888,            0.007888,            0.007888
                  66,            0.031646,            0.012717,           0.0029071,              0.8771,              0.9396,             0.92912,             0.66709,            0.028374,           0.0068421,             0.00168,            0.007855,            0.007855,            0.007855
                  67,            0.032523,            0.013273,           0.0031456,             0.91213,             0.92517,             0.96186,             0.72451,            0.027685,           0.0068207,           0.0017383,            0.007822,            0.007822,            0.007822
                  68,            0.033065,            0.013983,           0.0033719,             0.91675,             0.88298,             0.93804,             0.68256,            0.026452,           0.0067339,           0.0018073,            0.007789,            0.007789,            0.007789
                  69,            0.033072,            0.012742,           0.0030266,             0.88929,             0.89154,             0.92911,             0.68008,            0.025472,           0.0067654,           0.0017905,            0.007756,            0.007756,            0.007756
                  70,            0.031284,              0.0128,           0.0029021,             0.92944,             0.84722,             0.93588,             0.68171,            0.026739,           0.0067458,           0.0016972,            0.007723,            0.007723,            0.007723
                  71,            0.032234,            0.012667,           0.0031422,             0.77469,             0.87254,             0.90001,             0.66186,            0.027398,           0.0066857,           0.0014843,             0.00769,             0.00769,             0.00769
                  72,            0.033666,              0.0128,           0.0029658,             0.84933,             0.92163,               0.927,             0.70109,             0.02466,           0.0064902,           0.0013589,            0.007657,            0.007657,            0.007657
                  73,            0.031431,            0.013321,            0.002991,             0.79212,             0.92441,             0.92018,             0.64774,            0.026327,           0.0065079,           0.0013102,            0.007624,            0.007624,            0.007624
